datasetid,doi,status_code,doi_in_crossref
498,10.1017/S0033822200000710,200,True
803,10.1017/S0033822200000710,200,True
1684,10.1017/S0033822200000710,200,True
15699,10.1017/S0033822200000710,200,True
202,10.1017/S0033822200011413,200,True
877,10.1017/S0033822200011413,200,True
999,10.1017/S0033822200011413,200,True
1110,10.1017/S0033822200011413,200,True
1761,10.1017/S0033822200011413,200,True
1786,10.1017/S0033822200011413,200,True
2620,10.1017/S0033822200011413,200,True
3138,10.1017/S0033822200011413,200,True
8405,10.1017/S0033822200011413,200,True
8423,10.1017/S0033822200011413,200,True
8576,10.1017/S0033822200011413,200,True
41618,10.1017/S0033822200011413,200,True
41621,10.1017/S0033822200011413,200,True
41624,10.1017/S0033822200011413,200,True
350,10.1111/j.1502-3885.1991.tb00459.x,200,True
15259,10.1111/j.1502-3885.1991.tb00459.x,200,True
2647,10.1016/0031-0182(89)90001-1,200,True
2647,10.2307/1940612,200,True
489,10.1016/0033-5894(92)90074-S,200,True
2263,10.1016/0033-5894(92)90074-S,200,True
7834,10.1016/0033-5894(92)90074-S,200,True
7835,10.1016/0033-5894(92)90074-S,200,True
7836,10.1016/0033-5894(92)90074-S,200,True
7837,10.1016/0033-5894(92)90074-S,200,True
7838,10.1016/0033-5894(92)90074-S,200,True
7839,10.1016/0033-5894(92)90074-S,200,True
7840,10.1016/0033-5894(92)90074-S,200,True
7841,10.1016/0033-5894(92)90074-S,200,True
7842,10.1016/0033-5894(92)90074-S,200,True
7843,10.1016/0033-5894(92)90074-S,200,True
7844,10.1016/0033-5894(92)90074-S,200,True
7845,10.1016/0033-5894(92)90074-S,200,True
7846,10.1016/0033-5894(92)90074-S,200,True
7847,10.1016/0033-5894(92)90074-S,200,True
7848,10.1016/0033-5894(92)90074-S,200,True
7849,10.1016/0033-5894(92)90074-S,200,True
7850,10.1016/0033-5894(92)90074-S,200,True
7852,10.1016/0033-5894(92)90074-S,200,True
7854,10.1016/0033-5894(92)90074-S,200,True
7855,10.1016/0033-5894(92)90074-S,200,True
7856,10.1016/0033-5894(92)90074-S,200,True
16128,10.1016/0033-5894(92)90074-S,200,True
16129,10.1016/0033-5894(92)90074-S,200,True
21911,10.1016/0033-5894(92)90074-S,200,True
1,10.1139/e91-055,200,True
2,10.1139/e91-055,200,True
3,10.1139/e91-055,200,True
4,10.1139/e91-055,200,True
5,10.1139/e91-055,200,True
6,10.1139/e91-055,200,True
262,10.1139/e91-055,200,True
263,10.1139/e91-055,200,True
264,10.1139/e91-055,200,True
265,10.1139/e91-055,200,True
266,10.1139/e91-055,200,True
288,10.1139/e91-055,200,True
289,10.1139/e91-055,200,True
290,10.1139/e91-055,200,True
291,10.1139/e91-055,200,True
292,10.1139/e91-055,200,True
293,10.1139/e91-055,200,True
779,10.1139/e91-055,200,True
783,10.1139/e91-055,200,True
1112,10.1139/e91-055,200,True
1538,10.1139/e91-055,200,True
1587,10.1139/e91-055,200,True
1592,10.1139/e91-055,200,True
1594,10.1139/e91-055,200,True
1618,10.1139/e91-055,200,True
1652,10.1139/e91-055,200,True
1653,10.1139/e91-055,200,True
1675,10.1139/e91-055,200,True
1676,10.1139/e91-055,200,True
1677,10.1139/e91-055,200,True
1692,10.1139/e91-055,200,True
1784,10.1139/e91-055,200,True
1869,10.1139/e91-055,200,True
1870,10.1139/e91-055,200,True
1871,10.1139/e91-055,200,True
1872,10.1139/e91-055,200,True
1873,10.1139/e91-055,200,True
1893,10.1139/e91-055,200,True
2033,10.1139/e91-055,200,True
2034,10.1139/e91-055,200,True
2035,10.1139/e91-055,200,True
3123,10.1139/e91-055,200,True
3124,10.1139/e91-055,200,True
3136,10.1139/e91-055,200,True
3137,10.1139/e91-055,200,True
3461,10.1139/e91-055,200,True
3462,10.1139/e91-055,200,True
41883,10.1139/e91-055,200,True
41884,10.1139/e91-055,200,True
272,10.1177/095968369200200105,200,True
1111,10.1177/095968369200200105,200,True
1757,10.1177/095968369200200105,200,True
1778,10.1177/095968369200200105,200,True
1891,10.1177/095968369200200105,200,True
2948,10.1177/095968369200200105,200,True
3492,10.1177/095968369200200105,200,True
2353,10.1139/e86-005,200,True
2353,10.1139/e86-006,200,True
1705,10.1139/b73-271,200,True
2615,10.1139/b73-271,200,True
1902,10.1139/e75-065,200,True
1902,10.1139/e72-089,200,True
1110,10.1016/0033-5894(75)90027-7,200,True
1649,10.1016/0033-5894(75)90027-7,200,True
2314,10.1016/0033-5894(75)90027-7,200,True
3482,10.1016/0033-5894(75)90027-7,200,True
3483,10.1016/0033-5894(75)90027-7,200,True
8576,10.1016/0033-5894(75)90027-7,200,True
8815,10.1016/0033-5894(75)90027-7,200,True
701,10.1017/S0033822200043794,200,True
796,10.1017/S0033822200043794,200,True
1636,10.1017/S0033822200043794,200,True
1637,10.1017/S0033822200043794,200,True
1707,10.1017/S0033822200043794,200,True
7963,10.1017/S0033822200043794,200,True
275,10.1017/S0033822200005348,200,True
524,10.1017/S0033822200005348,200,True
1146,10.1017/S0033822200005348,200,True
1147,10.1017/S0033822200005348,200,True
2027,10.1017/S0033822200005348,200,True
2028,10.1017/S0033822200005348,200,True
2392,10.1017/S0033822200005348,200,True
2393,10.1017/S0033822200005348,200,True
2672,10.1017/S0033822200005348,200,True
2673,10.1017/S0033822200005348,200,True
3493,10.1017/S0033822200005348,200,True
3790,10.1017/S0033822200005348,200,True
7929,10.1017/S0033822200005348,200,True
7963,10.1017/S0033822200005348,200,True
8210,10.1017/S0033822200005348,200,True
8824,10.1017/S0033822200005348,200,True
1766,10.1016/0031-0182(92)90137-T,200,True
488,10.1080/01916122.1983.9989252,200,True
1610,10.1080/01916122.1983.9989252,200,True
1694,10.1080/01916122.1983.9989252,200,True
1711,10.1080/01916122.1983.9989252,200,True
2326,10.1080/01916122.1983.9989252,200,True
2328,10.1080/01916122.1983.9989252,200,True
17367,10.1080/01916122.1983.9989252,200,True
17368,10.1080/01916122.1983.9989252,200,True
1772,10.1017/S003382220002021X,200,True
3493,10.1017/S003382220002021X,200,True
8757,10.1017/S003382220002021X,200,True
8824,10.1017/S003382220002021X,200,True
246,10.1017/S0033822200003404,200,True
275,10.1017/S0033822200003404,200,True
1794,10.1017/S0033822200003404,200,True
1831,10.1017/S0033822200003404,200,True
2956,10.1017/S0033822200003404,200,True
7929,10.1017/S0033822200003404,200,True
237,10.1016/0033-5894(88)90034-8,200,True
494,10.1016/0033-5894(88)90034-8,200,True
503,10.1016/0033-5894(88)90034-8,200,True
546,10.1016/0033-5894(88)90034-8,200,True
795,10.1016/0033-5894(88)90034-8,200,True
1643,10.1016/0033-5894(88)90034-8,200,True
1649,10.1016/0033-5894(88)90034-8,200,True
2309,10.1016/0033-5894(88)90034-8,200,True
3131,10.1016/0033-5894(88)90034-8,200,True
3482,10.1016/0033-5894(88)90034-8,200,True
3483,10.1016/0033-5894(88)90034-8,200,True
237,10.1007/BF00114719,200,True
494,10.1007/BF00114719,200,True
503,10.1007/BF00114719,200,True
546,10.1007/BF00114719,200,True
795,10.1007/BF00114719,200,True
1649,10.1007/BF00114719,200,True
3131,10.1007/BF00114719,200,True
3482,10.1007/BF00114719,200,True
3483,10.1007/BF00114719,200,True
3467,10.1017/S0033822200006494,200,True
3468,10.1017/S0033822200006494,200,True
3493,10.1017/S0033822200006494,200,True
3790,10.1017/S0033822200006494,200,True
3858,10.1017/S0033822200006494,200,True
8824,10.1017/S0033822200006494,200,True
3452,10.1017/S0033822200004926,200,True
3540,10.1017/S0033822200004926,200,True
3541,10.1017/S0033822200004926,200,True
3558,10.1017/S0033822200004926,200,True
3790,10.1017/S0033822200004926,200,True
8333,10.1017/S0033822200004926,200,True
1762,10.1017/S0033822200036377,200,True
3473,10.1017/S0033822200036377,200,True
8406,10.1017/S0033822200036377,200,True
3542,10.1130/0016-7606(1972)83[157:DSIACF]2.0.CO;2,200,True
228,10.1016/0033-5894(85)90054-7,200,True
361,10.1016/0277-3791(95)00063-1,200,True
1572,10.1016/0277-3791(95)00063-1,200,True
1651,10.1016/0277-3791(95)00063-1,200,True
1718,10.1016/0277-3791(95)00063-1,200,True
3058,10.1016/0277-3791(95)00063-1,200,True
3775,10.1016/0277-3791(95)00063-1,200,True
361,10.2307/2937135,200,True
1572,10.2307/2937135,200,True
1651,10.2307/2937135,200,True
1689,10.2307/2937135,200,True
1718,10.2307/2937135,200,True
3058,10.2307/2937135,200,True
3775,10.2307/2937135,200,True
361,10.1006/qres.1993.1042,200,True
1572,10.1006/qres.1993.1042,200,True
1651,10.1006/qres.1993.1042,200,True
1718,10.1006/qres.1993.1042,200,True
3058,10.1006/qres.1993.1042,200,True
3775,10.1006/qres.1993.1042,200,True
361,10.1038/361623a0,200,True
1651,10.1038/361623a0,200,True
1689,10.1038/361623a0,200,True
1718,10.1038/361623a0,200,True
3058,10.1038/361623a0,200,True
3775,10.1038/361623a0,200,True
1548,10.1017/S0033822200010547,200,True
282,10.1017/S0033822200000709,200,True
1548,10.1017/S0033822200000709,200,True
1548,10.1017/S0033822200064559,200,True
1786,10.2307/1942662,200,True
1761,10.1016/0034-6667(72)90038-3,200,True
1762,10.1016/0034-6667(72)90038-3,200,True
1762,10.1017/S0033822200036882,200,True
8406,10.1017/S0033822200036882,200,True
347,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
498,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
1762,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40498,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40499,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40500,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40501,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40514,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40515,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40516,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40517,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40531,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40532,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40533,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40534,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40535,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40536,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40537,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40538,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40539,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40540,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40541,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40542,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40543,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40544,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40545,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40546,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40547,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40548,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40549,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40550,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40551,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40552,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40553,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40554,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40555,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40556,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40557,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40558,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
40559,10.1130/0016-7606(1963)74[1485:PAOSMF]2.0.CO;2,200,True
316,10.1016/0277-3791(93)90003-5,200,True
1776,10.1130/0016-7606(1966)77[1333:TLCAOS]2.0.CO;2,200,True
8418,10.1130/0016-7606(1966)77[1333:TLCAOS]2.0.CO;2,200,True
2592,10.1002/(SICI)1099-1417(199701/02)12:1<15::AID-JQS283>3.0.CO;2-T,200,True
2593,10.1002/(SICI)1099-1417(199701/02)12:1<15::AID-JQS283>3.0.CO;2-T,200,True
8650,10.1002/(SICI)1099-1417(199701/02)12:1<15::AID-JQS283>3.0.CO;2-T,200,True
2592,10.1177/095968369700700103,200,True
2593,10.1177/095968369700700103,200,True
2616,10.1177/095968369700700103,200,True
2617,10.1177/095968369700700103,200,True
8650,10.1177/095968369700700103,200,True
832,10.7202/032974ar,200,True
1610,10.1016/0031-0182(93)90005-4,200,True
15259,10.1016/0031-0182(93)90005-4,200,True
17371,10.1016/0031-0182(93)90005-4,200,True
493,10.1139/b76-194,200,True
834,10.1139/b76-194,200,True
2372,10.1139/b76-194,200,True
3125,10.1139/b76-194,200,True
41953,10.1139/b76-194,200,True
1670,10.1006/qres.1997.1903,200,True
2348,10.1006/qres.1997.1903,200,True
2376,10.1006/qres.1997.1903,200,True
2477,10.1016/0034-6667(68)90035-3,200,True
2478,10.1016/0034-6667(68)90035-3,200,True
2479,10.1016/0034-6667(68)90035-3,200,True
2480,10.1016/0034-6667(68)90035-3,200,True
2481,10.1016/0034-6667(68)90035-3,200,True
2482,10.1016/0034-6667(68)90035-3,200,True
2483,10.1016/0034-6667(68)90035-3,200,True
2484,10.1016/0034-6667(68)90035-3,200,True
2485,10.1016/0034-6667(68)90035-3,200,True
2486,10.1016/0034-6667(68)90035-3,200,True
2487,10.1016/0034-6667(68)90035-3,200,True
2488,10.1016/0034-6667(68)90035-3,200,True
2489,10.1016/0034-6667(68)90035-3,200,True
2490,10.1016/0034-6667(68)90035-3,200,True
2491,10.1016/0034-6667(68)90035-3,200,True
2492,10.1016/0034-6667(68)90035-3,200,True
2493,10.1016/0034-6667(68)90035-3,200,True
2494,10.1016/0034-6667(68)90035-3,200,True
2495,10.1016/0034-6667(68)90035-3,200,True
2496,10.1016/0034-6667(68)90035-3,200,True
2497,10.1016/0034-6667(68)90035-3,200,True
2498,10.1016/0034-6667(68)90035-3,200,True
2499,10.1016/0034-6667(68)90035-3,200,True
2500,10.1016/0034-6667(68)90035-3,200,True
2501,10.1016/0034-6667(68)90035-3,200,True
2502,10.1016/0034-6667(68)90035-3,200,True
2503,10.1016/0034-6667(68)90035-3,200,True
2504,10.1016/0034-6667(68)90035-3,200,True
2505,10.1016/0034-6667(68)90035-3,200,True
2506,10.1016/0034-6667(68)90035-3,200,True
2507,10.1016/0034-6667(68)90035-3,200,True
2508,10.1016/0034-6667(68)90035-3,200,True
2509,10.1016/0034-6667(68)90035-3,200,True
2510,10.1016/0034-6667(68)90035-3,200,True
2511,10.1016/0034-6667(68)90035-3,200,True
2512,10.1016/0034-6667(68)90035-3,200,True
2513,10.1016/0034-6667(68)90035-3,200,True
2514,10.1016/0034-6667(68)90035-3,200,True
2515,10.1016/0034-6667(68)90035-3,200,True
2516,10.1016/0034-6667(68)90035-3,200,True
2517,10.1016/0034-6667(68)90035-3,200,True
2518,10.1016/0034-6667(68)90035-3,200,True
2519,10.1016/0034-6667(68)90035-3,200,True
2520,10.1016/0034-6667(68)90035-3,200,True
2521,10.1016/0034-6667(68)90035-3,200,True
2522,10.1016/0034-6667(68)90035-3,200,True
2523,10.1016/0034-6667(68)90035-3,200,True
2524,10.1016/0034-6667(68)90035-3,200,True
2525,10.1016/0034-6667(68)90035-3,200,True
2526,10.1016/0034-6667(68)90035-3,200,True
2527,10.1016/0034-6667(68)90035-3,200,True
2528,10.1016/0034-6667(68)90035-3,200,True
2529,10.1016/0034-6667(68)90035-3,200,True
2530,10.1016/0034-6667(68)90035-3,200,True
2531,10.1016/0034-6667(68)90035-3,200,True
2532,10.1016/0034-6667(68)90035-3,200,True
2533,10.1016/0034-6667(68)90035-3,200,True
2534,10.1016/0034-6667(68)90035-3,200,True
2535,10.1016/0034-6667(68)90035-3,200,True
2536,10.1016/0034-6667(68)90035-3,200,True
2537,10.1016/0034-6667(68)90035-3,200,True
2538,10.1016/0034-6667(68)90035-3,200,True
2539,10.1016/0034-6667(68)90035-3,200,True
2540,10.1016/0034-6667(68)90035-3,200,True
2541,10.1016/0034-6667(68)90035-3,200,True
2542,10.1016/0034-6667(68)90035-3,200,True
2543,10.1016/0034-6667(68)90035-3,200,True
2544,10.1016/0034-6667(68)90035-3,200,True
2545,10.1016/0034-6667(68)90035-3,200,True
2546,10.1016/0034-6667(68)90035-3,200,True
2547,10.1016/0034-6667(68)90035-3,200,True
2548,10.1016/0034-6667(68)90035-3,200,True
2549,10.1016/0034-6667(68)90035-3,200,True
2550,10.1016/0034-6667(68)90035-3,200,True
2551,10.1016/0034-6667(68)90035-3,200,True
2552,10.1016/0034-6667(68)90035-3,200,True
2553,10.1016/0034-6667(68)90035-3,200,True
2554,10.1016/0034-6667(68)90035-3,200,True
2555,10.1016/0034-6667(68)90035-3,200,True
2556,10.1016/0034-6667(68)90035-3,200,True
2557,10.1016/0034-6667(68)90035-3,200,True
2558,10.1016/0034-6667(68)90035-3,200,True
2559,10.1016/0034-6667(68)90035-3,200,True
2560,10.1016/0034-6667(68)90035-3,200,True
2561,10.1016/0034-6667(68)90035-3,200,True
2562,10.1016/0034-6667(68)90035-3,200,True
2563,10.1016/0034-6667(68)90035-3,200,True
2564,10.1016/0034-6667(68)90035-3,200,True
2565,10.1016/0034-6667(68)90035-3,200,True
2566,10.1016/0034-6667(68)90035-3,200,True
3730,10.1016/0034-6667(68)90035-3,200,True
3731,10.1016/0034-6667(68)90035-3,200,True
3732,10.1016/0034-6667(68)90035-3,200,True
3733,10.1016/0034-6667(68)90035-3,200,True
3734,10.1016/0034-6667(68)90035-3,200,True
3735,10.1016/0034-6667(68)90035-3,200,True
3736,10.1016/0034-6667(68)90035-3,200,True
3737,10.1016/0034-6667(68)90035-3,200,True
3738,10.1016/0034-6667(68)90035-3,200,True
3739,10.1016/0034-6667(68)90035-3,200,True
3740,10.1016/0034-6667(68)90035-3,200,True
3741,10.1016/0034-6667(68)90035-3,200,True
3742,10.1016/0034-6667(68)90035-3,200,True
3743,10.1016/0034-6667(68)90035-3,200,True
3744,10.1016/0034-6667(68)90035-3,200,True
3745,10.1016/0034-6667(68)90035-3,200,True
3746,10.1016/0034-6667(68)90035-3,200,True
3747,10.1016/0034-6667(68)90035-3,200,True
3748,10.1016/0034-6667(68)90035-3,200,True
3749,10.1016/0034-6667(68)90035-3,200,True
3750,10.1016/0034-6667(68)90035-3,200,True
3751,10.1016/0034-6667(68)90035-3,200,True
3752,10.1016/0034-6667(68)90035-3,200,True
3753,10.1016/0034-6667(68)90035-3,200,True
3754,10.1016/0034-6667(68)90035-3,200,True
3755,10.1016/0034-6667(68)90035-3,200,True
3756,10.1016/0034-6667(68)90035-3,200,True
3757,10.1016/0034-6667(68)90035-3,200,True
3758,10.1016/0034-6667(68)90035-3,200,True
3759,10.1016/0034-6667(68)90035-3,200,True
3760,10.1016/0034-6667(68)90035-3,200,True
3761,10.1016/0034-6667(68)90035-3,200,True
3762,10.1016/0034-6667(68)90035-3,200,True
3763,10.1016/0034-6667(68)90035-3,200,True
3764,10.1016/0034-6667(68)90035-3,200,True
3765,10.1016/0034-6667(68)90035-3,200,True
3766,10.1016/0034-6667(68)90035-3,200,True
3767,10.1016/0034-6667(68)90035-3,200,True
3768,10.1016/0034-6667(68)90035-3,200,True
3769,10.1016/0034-6667(68)90035-3,200,True
3770,10.1016/0034-6667(68)90035-3,200,True
1452,10.1023/A:1007948909342,200,True
17849,10.1023/A:1007948909342,200,True
17850,10.1023/A:1007948909342,200,True
17851,10.1023/A:1007948909342,200,True
15104,10.1016/0033-5894(84)90088-7,200,True
15105,10.1016/0033-5894(84)90088-7,200,True
15106,10.1016/0033-5894(84)90088-7,200,True
15110,10.1016/0033-5894(84)90088-7,200,True
15111,10.1016/0033-5894(84)90088-7,200,True
15104,10.1016/0033-5894(91)90005-P,200,True
15107,10.1016/0033-5894(91)90005-P,200,True
15108,10.1016/0033-5894(91)90005-P,200,True
15109,10.1016/0033-5894(91)90005-P,200,True
1523,10.2307/1938350,200,True
250,10.1007/BF01092417,200,True
2320,10.1007/BF01092417,200,True
2880,10.1007/BF01092417,200,True
3608,10.1007/BF01092417,200,True
3609,10.1007/BF01092417,200,True
363,10.1017/S0033822200060458,200,True
4314,10.1017/S0033822200060458,200,True
7992,10.1017/S0033822200060458,200,True
9117,10.1017/S0033822200060458,200,True
814,10.2307/2484166,200,True
845,10.2307/2484166,200,True
983,10.2307/2484166,200,True
2621,10.2307/2484166,200,True
720,10.1111/j.1502-3885.1976.tb00260.x,200,True
8071,10.1111/j.1502-3885.1976.tb00260.x,200,True
336,10.7202/033027ar,200,True
1001,10.7202/033027ar,200,True
1513,10.4116/jaqua.34.5_359,200,True
1545,10.4116/jaqua.34.5_359,200,True
1546,10.4116/jaqua.34.5_359,200,True
1547,10.4116/jaqua.34.5_359,200,True
1627,10.4116/jaqua.34.5_359,200,True
2371,10.4116/jaqua.34.5_359,200,True
8261,10.4116/jaqua.34.5_359,200,True
506,10.1130/0016-7606(1997)109<1306:TFALQP>2.3.CO;2,200,True
514,10.1130/0016-7606(1997)109<1306:TFALQP>2.3.CO;2,200,True
2587,10.1130/0016-7606(1997)109<1306:TFALQP>2.3.CO;2,200,True
2588,10.1130/0016-7606(1997)109<1306:TFALQP>2.3.CO;2,200,True
8017,10.1130/0016-7606(1997)109<1306:TFALQP>2.3.CO;2,200,True
8023,10.1130/0016-7606(1997)109<1306:TFALQP>2.3.CO;2,200,True
8646,10.1130/0016-7606(1997)109<1306:TFALQP>2.3.CO;2,200,True
831,10.2307/2261663,200,True
845,10.2307/2261663,200,True
873,10.2307/2261663,200,True
983,10.2307/2261663,200,True
1568,10.2307/2261663,200,True
2386,10.2307/2261663,200,True
2621,10.2307/2261663,200,True
992,10.1016/S0034-6667(00)00042-7,200,True
993,10.1016/S0034-6667(00)00042-7,200,True
994,10.1016/S0034-6667(00)00042-7,200,True
995,10.1016/S0034-6667(00)00042-7,200,True
996,10.1016/S0034-6667(00)00042-7,200,True
1818,10.1016/S0034-6667(00)00042-7,200,True
1819,10.1016/S0034-6667(00)00042-7,200,True
2963,10.1016/S0034-6667(00)00042-7,200,True
2964,10.1016/S0034-6667(00)00042-7,200,True
2965,10.1016/S0034-6667(00)00042-7,200,True
2966,10.1016/S0034-6667(00)00042-7,200,True
2967,10.1016/S0034-6667(00)00042-7,200,True
2968,10.1016/S0034-6667(00)00042-7,200,True
2969,10.1016/S0034-6667(00)00042-7,200,True
2970,10.1016/S0034-6667(00)00042-7,200,True
2971,10.1016/S0034-6667(00)00042-7,200,True
2972,10.1016/S0034-6667(00)00042-7,200,True
2973,10.1016/S0034-6667(00)00042-7,200,True
2974,10.1016/S0034-6667(00)00042-7,200,True
2975,10.1016/S0034-6667(00)00042-7,200,True
2976,10.1016/S0034-6667(00)00042-7,200,True
2977,10.1016/S0034-6667(00)00042-7,200,True
2978,10.1016/S0034-6667(00)00042-7,200,True
2979,10.1016/S0034-6667(00)00042-7,200,True
2980,10.1016/S0034-6667(00)00042-7,200,True
2981,10.1016/S0034-6667(00)00042-7,200,True
2982,10.1016/S0034-6667(00)00042-7,200,True
2983,10.1016/S0034-6667(00)00042-7,200,True
2984,10.1016/S0034-6667(00)00042-7,200,True
2985,10.1016/S0034-6667(00)00042-7,200,True
2986,10.1016/S0034-6667(00)00042-7,200,True
2987,10.1016/S0034-6667(00)00042-7,200,True
2988,10.1016/S0034-6667(00)00042-7,200,True
2989,10.1016/S0034-6667(00)00042-7,200,True
2990,10.1016/S0034-6667(00)00042-7,200,True
2991,10.1016/S0034-6667(00)00042-7,200,True
2992,10.1016/S0034-6667(00)00042-7,200,True
2993,10.1016/S0034-6667(00)00042-7,200,True
2994,10.1016/S0034-6667(00)00042-7,200,True
2995,10.1016/S0034-6667(00)00042-7,200,True
2996,10.1016/S0034-6667(00)00042-7,200,True
